path,anneal_temperature,anneal_time,anneal_time_unit,cool_method,magnification,primary_microconstituent,filename,full_path,file_exists
micrograph477.png,1000,5,M,Q,786x,spheroidite+widmanstatten,Croppedmicrograph477.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph477.png,True
micrograph195.png,970,90,M,AR,4910X,spheroidite,Croppedmicrograph195.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph195.png,True
micrograph1239.png,970,5,M,Q,1964X,spheroidite,Croppedmicrograph1239.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1239.png,True
micrograph1710.png,970,90,M,FC,98x,network,Croppedmicrograph1710.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1710.png,True
micrograph1309.png,970,8,H,Q,98X,network,Croppedmicrograph1309.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1309.png,True
micrograph734.png,900,24,H,Q,982x,spheroidite,Croppedmicrograph734.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph734.png,True
micrograph1321.png,970,24,H,Q,98x,network,Croppedmicrograph1321.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1321.png,True
micrograph1726.png,970,5,M,FC,3437X,spheroidite+widmanstatten,Croppedmicrograph1726.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1726.png,True
micrograph138.png,970,48,H,Q,491x,spheroidite,Croppedmicrograph138.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph138.png,True
micrograph881.png,970,90,M,Q,1473X,spheroidite+widmanstatten,Croppedmicrograph881.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph881.png,True
micrograph1581.png,970,90,M,Q,982x,spheroidite,Croppedmicrograph1581.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1581.png,True
micrograph1667.png,970,90,M,Q,3437X,spheroidite,Croppedmicrograph1667.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1667.png,True
micrograph319.png,970,3,H,Q,1964X,spheroidite,Croppedmicrograph319.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph319.png,True
micrograph160.png,970,8,H,Q,1473X,spheroidite,Croppedmicrograph160.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph160.png,True
micrograph865.png,970,90,M,FC,246x,network,Croppedmicrograph865.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph865.png,True
micrograph312.png,800,8,H,Q,982x,spheroidite,Croppedmicrograph312.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph312.png,True
micrograph678.png,800,85,H,Q,1964X,spheroidite,Croppedmicrograph678.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph678.png,True
micrograph1013.png,970,5,M,Q,4910X,spheroidite,Croppedmicrograph1013.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1013.png,True
micrograph330.png,800,8,H,Q,4910X,spheroidite,Croppedmicrograph330.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph330.png,True
micrograph1392.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph1392.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1392.png,True
micrograph1311.png,970,90,M,Q,491x,spheroidite+widmanstatten,Croppedmicrograph1311.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1311.png,True
micrograph640.png,970,8,H,Q,1473X,spheroidite+widmanstatten,Croppedmicrograph640.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph640.png,True
micrograph893.png,1000,5,M,Q,1964X,spheroidite+widmanstatten,Croppedmicrograph893.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph893.png,True
micrograph418.png,970,24,H,Q,1964X,spheroidite,Croppedmicrograph418.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph418.png,True
micrograph35.png,970,5,M,FC,98x,network,Croppedmicrograph35.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph35.png,True
micrograph411.png,970,90,M,Q,3437X,spheroidite,Croppedmicrograph411.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph411.png,True
micrograph1482.png,800,3,H,Q,,spheroidite,Croppedmicrograph1482.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1482.png,True
micrograph169.png,800,85,H,Q,1964X,spheroidite,Croppedmicrograph169.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph169.png,True
micrograph1558.png,970,3,H,Q,98X,network,Croppedmicrograph1558.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1558.png,True
micrograph1256.png,970,90,M,Q,1964X,spheroidite,Croppedmicrograph1256.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1256.png,True
micrograph493.png,800,85,H,Q,4910X,spheroidite,Croppedmicrograph493.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph493.png,True
micrograph1020.png,800,90,M,Q,1964X,spheroidite,Croppedmicrograph1020.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1020.png,True
micrograph1522.png,970,5,M,FC,4910X,spheroidite,Croppedmicrograph1522.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1522.png,True
micrograph1159.png,970,24,H,Q,1473X,spheroidite,Croppedmicrograph1159.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1159.png,True
micrograph351.png,800,8,H,Q,982x,spheroidite,Croppedmicrograph351.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph351.png,True
micrograph1028.png,800,8,H,Q,1964X,spheroidite,Croppedmicrograph1028.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1028.png,True
micrograph1272.png,800,3,H,Q,98x,network,Croppedmicrograph1272.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1272.png,True
micrograph681.png,970,8,H,Q,1964X,spheroidite,Croppedmicrograph681.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph681.png,True
micrograph161.png,900,3,H,Q,1964X,spheroidite,Croppedmicrograph161.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph161.png,True
micrograph343.png,970,90,M,Q,98X,network,Croppedmicrograph343.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph343.png,True
micrograph707.png,970,90,M,Q,638x,spheroidite+widmanstatten,Croppedmicrograph707.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph707.png,True
micrograph106.png,970,3,H,Q,1964X,spheroidite,Croppedmicrograph106.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph106.png,True
micrograph1140.png,970,24,H,Q,1964X,spheroidite,Croppedmicrograph1140.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1140.png,True
micrograph220.png,800,8,H,Q,982x,spheroidite,Croppedmicrograph220.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph220.png,True
micrograph30.png,900,24,H,Q,982x,spheroidite,Croppedmicrograph30.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph30.png,True
micrograph200.png,970,24,H,Q,246x,spheroidite+widmanstatten,Croppedmicrograph200.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph200.png,True
micrograph1516.png,970,8,H,Q,982x,spheroidite,Croppedmicrograph1516.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1516.png,True
micrograph1626.png,800,85,H,Q,4910X,spheroidite,Croppedmicrograph1626.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1626.png,True
micrograph458.png,970,90,M,Q,1473X,spheroidite,Croppedmicrograph458.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph458.png,True
micrograph1446.png,970,90,M,Q,49X,network,Croppedmicrograph1446.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1446.png,True
micrograph596.png,970,5,M,Q,4910X,spheroidite,Croppedmicrograph596.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph596.png,True
micrograph955.png,970,5,M,FC,3437X,spheroidite+widmanstatten,Croppedmicrograph955.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph955.png,True
micrograph1273.png,970,90,M,Q,786x,spheroidite,Croppedmicrograph1273.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1273.png,True
micrograph995.png,970,5,M,FC,3437X,spheroidite,Croppedmicrograph995.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph995.png,True
micrograph177.png,970,24,H,Q,1964X,spheroidite,Croppedmicrograph177.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph177.png,True
micrograph1302.png,970,90,M,FC,98X,network,Croppedmicrograph1302.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1302.png,True
micrograph1440.png,970,24,H,Q,638x,spheroidite,Croppedmicrograph1440.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1440.png,True
micrograph854.png,970,24,H,Q,3437x,spheroidite,Croppedmicrograph854.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph854.png,True
micrograph1189.png,970,3,H,Q,982x,spheroidite,Croppedmicrograph1189.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1189.png,True
micrograph584.png,800,90,M,Q,118x,network,Croppedmicrograph584.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph584.png,True
micrograph1156.png,970,90,M,Q,491x,spheroidite+widmanstatten,Croppedmicrograph1156.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1156.png,True
micrograph463.png,900,90,M,Q,,spheroidite,Croppedmicrograph463.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph463.png,True
micrograph1329.png,800,8,H,Q,1964X,spheroidite,Croppedmicrograph1329.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1329.png,True
micrograph1675.png,970,5,M,FC,7856X,spheroidite+widmanstatten,Croppedmicrograph1675.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1675.png,True
micrograph1182.png,970,24,H,Q,118x,network,Croppedmicrograph1182.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1182.png,True
micrograph296.png,800,8,H,Q,4910X,spheroidite,Croppedmicrograph296.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph296.png,True
micrograph832.png,970,90,M,Q,982x,spheroidite+widmanstatten,Croppedmicrograph832.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph832.png,True
micrograph601.png,800,24,H,Q,1964X,spheroidite,Croppedmicrograph601.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph601.png,True
micrograph1103.png,800,85,H,Q,1964X,spheroidite,Croppedmicrograph1103.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1103.png,True
micrograph989.png,970,8,H,Q,491x,spheroidite+widmanstatten,Croppedmicrograph989.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph989.png,True
micrograph1218.png,970,90,M,FC,1178X,spheroidite+widmanstatten,Croppedmicrograph1218.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1218.png,True
micrograph1196.png,800,24,H,Q,4910X,spheroidite,Croppedmicrograph1196.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1196.png,True
micrograph1447.png,900,90,M,Q,4910X,spheroidite,Croppedmicrograph1447.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1447.png,True
micrograph573.png,800,24,H,Q,4910X,spheroidite,Croppedmicrograph573.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph573.png,True
micrograph60.png,970,90,M,FC,98X,network,Croppedmicrograph60.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph60.png,True
micrograph888.png,970,90,M,Q,4910X,spheroidite,Croppedmicrograph888.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph888.png,True
micrograph1223.png,970,90,M,Q,1964X,spheroidite,Croppedmicrograph1223.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1223.png,True
micrograph1139.png,970,8,H,Q,1964X,spheroidite,Croppedmicrograph1139.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1139.png,True
micrograph664.png,970,3,H,Q,4910X,spheroidite,Croppedmicrograph664.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph664.png,True
micrograph214.png,970,5,M,FC,1964X,spheroidite+widmanstatten,Croppedmicrograph214.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph214.png,True
micrograph1252.png,970,5,M,FC,3437X,spheroidite+widmanstatten,Croppedmicrograph1252.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1252.png,True
micrograph1510.png,970,3,H,Q,,network,Croppedmicrograph1510.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1510.png,True
micrograph967.png,1000,5,M,Q,11785x,spheroidite+widmanstatten,Croppedmicrograph967.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph967.png,True
micrograph883.png,900,3,H,Q,1964X,spheroidite,Croppedmicrograph883.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph883.png,True
micrograph1624.png,800,3,H,Q,4910X,spheroidite,Croppedmicrograph1624.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1624.png,True
micrograph936.png,800,3,H,Q,4910X,spheroidite,Croppedmicrograph936.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph936.png,True
micrograph1318.png,800,8,H,Q,4910X,spheroidite,Croppedmicrograph1318.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1318.png,True
micrograph1689.png,800,85,H,Q,1964X,spheroidite,Croppedmicrograph1689.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1689.png,True
micrograph49.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph49.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph49.png,True
micrograph122.png,800,85,H,Q,1964X,spheroidite,Croppedmicrograph122.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph122.png,True
micrograph1524.png,800,3,H,Q,982x,spheroidite,Croppedmicrograph1524.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1524.png,True
micrograph465.png,800,85,H,Q,,spheroidite,Croppedmicrograph465.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph465.png,True
micrograph407.png,900,3,H,Q,1964X,spheroidite,Croppedmicrograph407.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph407.png,True
micrograph915.png,970,8,H,Q,1473X,spheroidite+widmanstatten,Croppedmicrograph915.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph915.png,True
micrograph699.png,800,8,H,Q,1964X,spheroidite,Croppedmicrograph699.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph699.png,True
micrograph248.png,970,8,H,Q,982x,spheroidite,Croppedmicrograph248.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph248.png,True
micrograph318.png,970,8,H,Q,1964X,spheroidite,Croppedmicrograph318.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph318.png,True
micrograph1426.png,900,24,H,Q,982x,spheroidite,Croppedmicrograph1426.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1426.png,True
micrograph486.png,800,90,M,Q,4910x,spheroidite,Croppedmicrograph486.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph486.png,True
micrograph628.png,970,90,M,Q,982x,spheroidite+widmanstatten,Croppedmicrograph628.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph628.png,True
micrograph820.png,800,90,M,Q,98x,network,Croppedmicrograph820.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph820.png,True
micrograph360.png,800,3,H,Q,1964X,spheroidite,Croppedmicrograph360.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph360.png,True
micrograph831.png,800,85,H,Q,,spheroidite,Croppedmicrograph831.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph831.png,True
micrograph738.png,970,90,M,Q,98X,network,Croppedmicrograph738.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph738.png,True
micrograph440.png,970,3,H,Q,1964X,spheroidite,Croppedmicrograph440.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph440.png,True
